title,description,price,category,image_url,colors,sizes,rating,is_new,is_on_sale,discount_percent,stock
"Conjunto Deportivo Niño","Set completo para actividades deportivas.",599,ninos,"https://picsum.photos/500/600?random=91","[{""name"": ""Azul"", ""hex"": ""#3B82F6""}, {""name"": ""Verde"", ""hex"": ""#10B981""}]","[""2"", ""4"", ""6"", ""8"", ""10""]",4.8,true,false,0,70
"Playera Glow","Estampado que brilla en la oscuridad.",399,ninos,"https://picsum.photos/500/600?random=92","[{""name"": ""Negro"", ""hex"": ""#111111""}, {""name"": ""Azul Oscuro"", ""hex"": ""#1E3A8A""}]","[""2"", ""4"", ""6"", ""8"", ""10""]",4.9,true,true,25,60
"Jeans Elásticos","Mezclilla súper elástica para máxima comodidad.",549,ninos,"https://picsum.photos/500/600?random=93","[{""name"": ""Azul"", ""hex"": ""#3B82F6""}, {""name"": ""Negro"", ""hex"": ""#111111""}]","[""2"", ""4"", ""6"", ""8"", ""10"", ""12""]",4.7,true,false,0,80
"Sudadera Gaming","Diseño inspirado en videojuegos.",649,ninos,"https://picsum.photos/500/600?random=94","[{""name"": ""Negro"", ""hex"": ""#111111""}, {""name"": ""Verde Neón"", ""hex"": ""#10B981""}]","[""2"", ""4"", ""6"", ""8"", ""10""]",4.8,true,true,20,65
"Shorts Tech","Tela técnica con protección UV.",449,ninos,"https://picsum.photos/500/600?random=95","[{""name"": ""Azul"", ""hex"": ""#3B82F6""}, {""name"": ""Gris"", ""hex"": ""#6B7280""}]","[""2"", ""4"", ""6"", ""8"", ""10"", ""12""]",4.6,true,false,0,90
"Vestido Holográfico","Tela con efecto holográfico, muy moderno.",799,ninas,"https://picsum.photos/500/600?random=96","[{""name"": ""Plata"", ""hex"": ""#6B7280""}, {""name"": ""Rosa"", ""hex"": ""#F472B6""}]","[""2"", ""4"", ""6"", ""8"", ""10""]",4.9,true,true,20,50
"Leggings Brillantes","Leggings con brillos que cambian de color.",449,ninas,"https://picsum.photos/500/600?random=97","[{""name"": ""Rosa Holográfico"", ""hex"": ""#F472B6""}, {""name"": ""Azul Holográfico"", ""hex"": ""#3B82F6""}]","[""2"", ""4"", ""6"", ""8"", ""10"", ""12""]",4.8,true,false,0,75
"Top Crop Glitter","Top con brillos y lentejuelas.",399,ninas,"https://picsum.photos/500/600?random=98","[{""name"": ""Dorado"", ""hex"": ""#F59E0B""}, {""name"": ""Plata"", ""hex"": ""#6B7280""}]","[""2"", ""4"", ""6"", ""8"", ""10""]",4.7,true,true,15,85
"Falda Tutu Moderna","Falda de tul con diseño contemporáneo.",599,ninas,"https://picsum.photos/500/600?random=99","[{""name"": ""Rosa Pastel"", ""hex"": ""#FECACA""}, {""name"": ""Lila Pastel"", ""hex"": ""#DDD6FE""}]","[""2"", ""4"", ""6"", ""8"", ""10""]",4.8,true,false,0,60
"Cardigan Oversized Niña","Cardigan súper suave y cómodo.",549,ninas,"https://picsum.photos/500/600?random=100","[{""name"": ""Crema"", ""hex"": ""#FEF7CD""}, {""name"": ""Rosa Claro"", ""hex"": ""#FECACA""}]","[""2"", ""4"", ""6"", ""8"", ""10""]",4.6,true,true,10,70
