title,description,price,category,image_url,colors,sizes,rating,is_new,is_on_sale,discount_percent,stock
"Falda Plisada Escolar","Perfecto para uso diario, combina estilo y comodidad.",499,"ninas","https://picsum.photos/500/600?random=ninas_13","[{""name"":""Azul Marino"",""hex"":""#1E40AF""},{""name"":""Gris"",""hex"":""#6B7280""}]","[""2"",""4"",""6"",""8"",""10""]",4.4,false,false,0,101
"Playera Gatos Kawaii","Diseño atemporal que nunca pasa de moda.",349,"ninas","https://picsum.photos/500/600?random=ninas_14","[{""name"":""Rosa"",""hex"":""#F472B6""},{""name"":""Blanco"",""hex"":""#FFFFFF""}]","[""2"",""4"",""6"",""8"",""10""]",4.2,false,true,33,89
"Vestido Fiesta Lentejuelas","Diseño atemporal que nunca pasa de moda.",899,"ninas","https://picsum.photos/500/600?random=ninas_15","[{""name"":""Dorado"",""hex"":""#F59E0B""},{""name"":""Plata"",""hex"":""#9CA3AF""}]","[""2"",""4"",""6"",""8"",""10""]",4.6,false,false,0,47
"Pantalón Deportivo Nike Girls","Estilo contemporáneo con detalles únicos.",549,"ninas","https://picsum.photos/500/600?random=ninas_16","[{""name"":""Rosa"",""hex"":""#F472B6""},{""name"":""Azul"",""hex"":""#3B82F6""}]","[""2"",""4"",""6"",""8"",""10"",""12""]",4.2,false,false,0,62
"Chaqueta Denim Bordada","Diseño versátil que se adapta a cualquier ocasión.",799,"ninas","https://picsum.photos/500/600?random=ninas_17","[{""name"":""Azul Claro"",""hex"":""#60A5FA""},{""name"":""Blanco"",""hex"":""#FFFFFF""}]","[""2"",""4"",""6"",""8"",""10""]",4.6,false,false,0,28
"Top Tirantes Básico","Diseño versátil que se adapta a cualquier ocasión.",299,"ninas","https://picsum.photos/500/600?random=ninas_18","[{""name"":""Blanco"",""hex"":""#FFFFFF""},{""name"":""Rosa"",""hex"":""#F472B6""}]","[""2"",""4"",""6"",""8"",""10""]",4.6,true,false,0,69
"Pijama Conjunto Unicornio","Confeccionado con materiales de primera calidad.",599,"ninas","https://picsum.photos/500/600?random=ninas_19","[{""name"":""Rosa"",""hex"":""#F472B6""},{""name"":""Lila"",""hex"":""#C084FC""}]","[""2"",""4"",""6"",""8"",""10""]",4.7,false,true,23,106
"Sudadera Capucha Glitter","Prenda de alta calidad con diseño moderno y cómodo.",699,"ninas","https://picsum.photos/500/600?random=ninas_20","[{""name"":""Rosa"",""hex"":""#F472B6""},{""name"":""Gris"",""hex"":""#6B7280""}]","[""2"",""4"",""6"",""8"",""10""]",4.6,false,true,15,57
"Vestido Casual Rayas","Confeccionado con materiales de primera calidad.",549,"ninas","https://picsum.photos/500/600?random=ninas_21","[{""name"":""Rosa/Blanco"",""hex"":""#6B7280""},{""name"":""Azul/Blanco"",""hex"":""#6B7280""}]","[""2"",""4"",""6"",""8"",""10""]",4.9,false,false,0,76
"Leggings Estampado Floral","Estilo contemporáneo con detalles únicos.",399,"ninas","https://picsum.photos/500/600?random=ninas_22","[{""name"":""Rosa"",""hex"":""#F472B6""},{""name"":""Verde"",""hex"":""#10B981""}]","[""2"",""4"",""6"",""8"",""10"",""12""]",4.9,false,false,0,82
"Blusa Volantes Romántica","Prenda de alta calidad con diseño moderno y cómodo.",599,"ninas","https://picsum.photos/500/600?random=ninas_23","[{""name"":""Blanco"",""hex"":""#FFFFFF""},{""name"":""Rosa"",""hex"":""#F472B6""}]","[""2"",""4"",""6"",""8"",""10""]",4.5,false,false,0,58
"Falda Circular Tul","Diseño atemporal que nunca pasa de moda.",649,"ninas","https://picsum.photos/500/600?random=ninas_24","[{""name"":""Rosa"",""hex"":""#F472B6""},{""name"":""Lila"",""hex"":""#C084FC""}]","[""2"",""4"",""6"",""8"",""10""]",4.5,true,true,12,47
"Playera Arcoíris Brillante","Diseño atemporal que nunca pasa de moda.",449,"ninas","https://picsum.photos/500/600?random=ninas_25","[{""name"":""Multicolor"",""hex"":""#3B82F6""},{""name"":""Blanco"",""hex"":""#FFFFFF""}]","[""2"",""4"",""6"",""8"",""10""]",4.3,false,false,0,53
